phrase|label
What is the most common boy 's or girl 's name \?|30
Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 \?|30
What color was the hundred billionth crayon made by Crayola \?|8
What soft drink tells us to `` Go Hawaiian '' \?|13
How does a hydroelectric dam work \?|4
What is the oldest building in the United States \?|35
What is the West Virginia state animal \?|6
How many people died on South Carolina highways in 1998 \?|38
What are binomial coefficients \?|2
What was The Living Room War \?|2
What are some translations of the phrase `` Thank you '' \?|25
What is President Nixon 's birthdate \?|39
What is `` the great American family cereal '' \?|13
What was Suzy Parker doing to earn 1 , 000 in the early 1950 's \?|3
How many people died in the Vietnam war \?|38
What year did Montana become a state \?|39
When was the USSR dissolved \?|39
Why are there letters on the telephone \? Why are there no Q or Z \?|5
What Japanese city was once called Edo \?|32
Who did the Seven Mules block for \?|30
What is the world 's largest distilling company \?|29
What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' \?|30
Where is one 's corpus callosum found \?|35
Who did Napolean defeat at Jena and Auerstadt \?|30
What household products are there for adult acne \?|19
What British prime minister and U S president were seventh cousins once removed \?|30
What is the most expensive car in the world \?|19
What is an Angelus \?|2
How many objects orbit the Earth \?|38
What was the tragedy that struck the city of Dogtown in 1899 \?|12
What 's the oldest capital city in the Americas \?|32
What Leon Uris novel dealt with the Russian capture of Berlin \?|9
What is the location of Edinburgh , Scotland \?|35
How many muscles does the average adult use when going for a walk \?|38
How long do you have to live in a community to vote \?|45
What was the name of the Titanic 's captain \?|30
How big is the Chappellet vineyard \?|48
Jackson Pollock was a native of what country \?|33
What makes sperm \?|5
How do I know how much money to save for retirement \?|4
What does the dot on the letter i mean \?|2
Who wrote The Godfather \?|30
What is the origin of the term soda jerk \?|3
What sport does Chris Jogis play \?|21
What island was the target of the U S 's Operation Urgent Fury \?|35
What is a fear of robbers \?|11
What Nevil Shute novel is about the doomed survivors of a nuclear war \?|9
What is the cause of endangered species \?|5
Which of the following TV newsmen was a Rhodes scholar \?|30
What did Warlock wear on his forehead in Marvel comics \?|17
What is the softest part of the body \?|7
What six foot temperance advocate wielded her hatchet on saloons \?|30
How many islands does Fiji have \?|38
What line divided the North and South in the U S Civil War \?|17
What is the definition of cecum \?|2
Who invented volleyball \?|30
What 's the most powerful country in the world \?|33
How do I do this \?|4
Name a ballet company Mikhail Baryshnikov has danced for \?|29
Who led the Normans to victory in the Battle of Hastings \?|30
What is the origin of the word `` Teddy bear '' \?|3
What percentage of the world 's plant and animal species can be found in the Amazon forests \?|44
What 's the name of the star of the cooking show , `` Galloping Gourmet '' \?|30
Who invented the horoscope \?|30
What nutrients are for healthy bones and teeth \?|13
What are Fortune 500 companies \?|2
What is the difference between ninjitsu and kung fu \?|3
What king was forced to agree to the Magna Carta \?|30
How many electoral college votes does Colorado have \?|38
What were Babe Ruth 's Christian names \?|30
How many bottles of wine were prisoners in the Bastille allowed per day \?|38
Where do lobsters like to live \?|35
Who was the first elected mayor of Washington , D C \?|30
What are the wolverine habits \?|17
How do you fix squeaky floors \?|4
When was the Big Thompson flood \?|39
What good are mosquitoes \?|3
How do you get bubblegum out of carpet \?|4
What 's played at Wembley Stadium , London , every May \?|21
Who wrote the sci fi trilogy Foundation , Foundation and Empire , and Second Foundation \?|30
How many hours of work does it take a typist to complete a 100 page screenplay \?|38
What is Alice Cooper 's real name \?|30
What is the Peloponnesian League \?|2
What two cities usually mark the extremes of English Channel swims \?|32
How many times does the tide ebb and flow each day \?|38
Who invented television \?|30
What are tannins \?|2
How does General Mills manufacture Cheerios \?|4
What was Jimmy Durante 's theme song \?|9
Name the person who burst through the screen in the Lite beer commercials|30
What delicacy is known indelicately as pickled roe \?|13
What after dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles \?|13
What U S vice president killed Alexander Hamilton in a duel \?|30
What 's the Fahrenheit equivalent of zero degrees centigrade \?|47
How many muscles does an oyster have \?|38
What card game derived its name from biritch , or Russian Whist \?|21
Who wrote `` Much Ado About Nothing '' \?|30
What is the collective noun for geese \?|27
What personality traits are Capricorns said to have \?|3
Where can I get information concerning child custody files for the State of Utah \?|35
What was John F Kennedy 's 1960 campaign song \?|9
What Louisiana Senator won a seat that had been held by his father and mother \?|30
What hymn did John Steinbeck get his title The Grapes of Wrath from \?|9
What invention does the principle of conservation of energy make impossible \?|24
What 's the highest ranking suit in bridge \?|17
Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire \?|30
What writer is famous for physically putting himself into the center of his subject matter \?|30
Who 's the lead singer of the Led Zeppelin band \?|30
In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego \?|30
Who plays the cop in the movie `` Kindergarten Cop '' \?|30
How many characters makes up a word for typing test purposes \?|38
What non mechanical sport achieves the highest speeds \?|21
What was the 1940 annual salary for a boilermaker \?|41
Who created Billy Pilgrim , a survivor of the Dresden firestorm \?|30
What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees \?|21
What country saw the origin of the Asian Flu \?|33
Who is the richest woman in the world \?|30
Where can I take a test that will tell me what I should be when I grow up \?|35
What caused the death of Bob Marley \?|5
What 's Mrs Bridges 's job on TV 's Upstairs , Downstairs \?|31
What daily newspaper will `` help you see clearer across the USA '' \?|9
What lake in Scotland is said to hold one or more monsters \?|35
Who were the 1974 Oscar winners \?|30
What kind of business is 7 Eleven \?|29
What is Sinn Fein \?|2
What is the name of the rare neurological disease with symptoms such as involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc \?|11
What do river otters eat \?|13
Who wrote the book , `` Huckleberry Finn '' \?|30
Who would you use the Heimlich maneuver on \?|30
What famed library can you reach by dialing 22 287 5 \?|35
What five time winner of the Kentucky Derby lost his first 25 races \?|6
What did Vasco da Gama discover \?|17
What is Megan 's law \?|2
Where can I get a complete listing of showtimes in my area \?|35
Where 's Montenegro \?|35
What is usenet for the Internet \?|2
What are field effect transistors \?|2
What was the killer whale who died at Sea World of a fungal infection named \?|6
What is witch hazel \?|2
What is state tree of Nebraska \?|18
Where is Glasgow \?|35
Why is Chicago named Chicago \?|5
What three colors of ink are used to print a U S dollar bill \?|8
What exactly is the purpose of the anteater \?|5
What is the correct way to use `` may '' vs `` might '' \?|24
What North American city boasts the biggest Polish population \?|32
What radio , TV and movie character did Jackie Gleason and William Bendix play \?|30
Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum \?|35
What does a pedometer measure \?|17
What is Maurizio Pellegrin 's age \?|45
How many thousands of students attend the University of Massachusetts \?|38
